Reactor Name,Reactor Status,Country,Reactor Type,Model,Owner,Operator,Reference Unit Power (Net Capacity) [MWe],Design Net Capacity [MWe],Gross Capacity [MWe],Thermal Capacity [MWt],Construction Start Date,First Criticality Date,Construction Suspended Date,Construction Restart Date,First Grid Connection,Commercial Operation Date,Suspended Operation Date,End of Suspended Operation Date,Permanent Shutdown Date,Thermal Efficiency [%],Energy Efficiency [%],Years Connected
BARAKAH-2,Operational,United Arab Emirates,PWR,APR-1400,Emirates Nuclear Energy Corporation,Nawah Energy Company,1337,1310,1417,3983,2013-04-15,2021-08-27,,,2021-09-14,2022-03-24,,,,33.57,32.89,0
BARAKAH-3,Operational,United Arab Emirates,PWR,APR-1400,Emirates Nuclear Energy Corporation,Nawah Energy Company,1337,1310,1417,3983,2014-09-24,2022-09-22,,,2022-10-08,2023-02-24,,,,33.57,32.89,0
BARAKAH-4,Operational,United Arab Emirates,PWR,APR-1400,Emirates Nuclear Energy Corporation,Nawah Energy Company,1337,1310,1417,3983,2015-07-30,2024-03-01,,,2024-03-23,2024-09-05,,,,33.57,32.89,0
BERKELEY-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",138,138,166,620,1957-01-01,1961-08-01,,,1962-06-12,1962-06-12,,,1989-03-31,22.26,22.26,0
BERKELEY-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",138,138,166,620,1957-01-01,1962-03-01,,,1962-06-24,1962-10-20,,,1988-10-26,22.26,22.26,0
BRADWELL-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",123,150,146,481,1957-01-01,1961-08-01,,,1962-07-01,1962-07-01,,,2002-03-31,25.57,31.19,0
BRADWELL-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",123,150,146,481,1957-01-01,1962-04-01,,,1962-07-06,1962-11-12,,,2002-03-30,25.57,31.19,0
CALDER HALL-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,Sellafield Limited,49,35,60,268,1953-08-01,1956-05-01,,,1956-08-27,1956-10-01,,,2003-03-31,18.28,13.06,0
CALDER HALL-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,Sellafield Limited,49,35,60,268,1953-08-01,1956-12-01,,,1957-02-01,1957-02-01,,,2003-03-31,18.28,13.06,0
CALDER HALL-3,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,Sellafield Limited,49,35,60,268,1955-08-01,1958-01-01,,,1958-03-01,1958-05-01,,,2003-03-31,18.28,13.06,0
CALDER HALL-4,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,Sellafield Limited,49,35,60,268,1955-08-01,1958-12-01,,,1959-04-01,1959-04-01,,,2003-03-31,18.28,13.06,0
CHAPELCROSS-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",48,35,60,260,1955-10-01,1958-11-09,,,1959-02-01,1959-03-01,,,2004-06-29,18.46,13.46,0
CHAPELCROSS-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",48,35,60,260,1955-10-01,1959-05-30,,,1959-07-01,1959-08-01,,,2004-06-29,18.46,13.46,0
CHAPELCROSS-3,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",48,35,60,260,1955-10-01,1959-08-31,,,1959-11-01,1959-12-01,,,2004-06-29,18.46,13.46,0
CHAPELCROSS-4,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",48,35,60,260,1955-10-01,1959-12-22,,,1960-01-01,1960-03-01,,,2004-06-29,18.46,13.46,0
DOUNREAY DFR,Permanent Shutdown,United Kingdom,FBR,DFR,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,11,14,15,60,1955-03-01,1959-11-14,,,1962-10-01,1962-10-02,,,1977-03-01,18.33,23.33,0
DOUNREAY PFR,Permanent Shutdown,United Kingdom,FBR,,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,234,234,250,600,1966-01-01,1974-03-01,,,1975-01-10,1976-07-01,,,1994-03-31,39.0,39.0,0
DUNGENESS A-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",225,275,230,840,1960-07-01,1965-06-01,,,1965-09-21,1965-10-28,,,2006-12-31,26.79,32.74,0
DUNGENESS A-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",225,275,230,840,1960-07-01,1965-09-01,,,1965-11-01,1965-12-30,,,2006-12-31,26.79,32.74,0
DUNGENESS B-1,Permanent Shutdown,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,545,607,615,1500,1965-10-01,1982-12-23,,,1983-04-03,1985-04-01,,,2021-06-07,36.33,40.47,0
DUNGENESS B-2,Permanent Shutdown,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,545,607,615,1500,1965-10-01,1985-12-04,,,1985-12-29,1989-04-01,,,2021-06-07,36.33,40.47,0
HARTLEPOOL A-1,Operational,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,590,625,655,1500,1968-10-01,1983-06-24,,,1983-08-01,1989-04-01,,,,39.33,41.67,0
HARTLEPOOL A-2,Operational,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,595,600,655,1500,1968-10-01,1984-09-09,,,1984-10-31,1989-04-01,,,,39.67,40.0,0
HEYSHAM A-1,Operational,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,485,611,625,1500,1970-12-01,1983-04-06,,,1983-07-09,1989-04-01,,,,32.33,40.73,0
HEYSHAM A-2,Operational,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,575,611,625,1500,1970-12-01,1984-06-03,,,1984-10-11,1989-04-01,,,,38.33,40.73,0
HEYSHAM B-1,Operational,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,620,615,680,1550,1980-08-01,1988-06-23,,,1988-07-12,1989-04-01,,,,40.0,39.68,0
HEYSHAM B-2,Operational,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,620,615,680,1550,1980-08-01,1988-11-01,,,1988-11-11,1989-04-01,,,,40.0,39.68,0
HINKLEY POINT A-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",235,250,267,900,1957-11-01,1964-05-01,,,1965-02-16,1965-03-30,,,2000-05-23,26.11,27.78,0
HINKLEY POINT A-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",235,250,267,900,1957-11-01,1964-10-01,,,1965-03-19,1965-05-05,,,2000-05-23,26.11,27.78,0
HINKLEY POINT B-1,Permanent Shutdown,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,485,625,655,1494,1967-09-01,1976-09-24,,,1976-10-30,1978-10-02,,,2022-08-01,32.46,41.83,0
HINKLEY POINT B-2,Permanent Shutdown,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,480,625,655,1494,1967-09-01,1976-02-01,,,1976-02-05,1976-09-27,,,2022-07-06,32.13,41.83,0
HINKLEY POINT C-1,Under Construction,United Kingdom,PWR,EPR-1750,EDF Energy - China General Nuclear joint venture,EDF Energy - China General Nuclear joint venture,1630,1630,1720,4524,2018-12-11,N/A,,,N/A,N/A,,,,36.03,36.03,0
HINKLEY POINT C-2,Under Construction,United Kingdom,PWR,EPR-1750,EDF Energy - China General Nuclear joint venture,EDF Energy - China General Nuclear joint venture,1630,1630,1720,4524,2019-12-12,N/A,,,N/A,N/A,,,,36.03,36.03,0
HUNTERSTON A-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",150,150,173,595,1957-10-01,1963-08-01,,,1964-02-05,1964-02-05,,,1990-03-30,25.21,25.21,0
HUNTERSTON A-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",150,150,173,595,1957-10-01,1964-03-01,,,1964-06-01,1964-07-01,,,1989-12-31,25.21,25.21,0
HUNTERSTON B-1,Permanent Shutdown,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,490,624,644,1496,1967-11-01,1976-01-31,,,1976-02-06,1976-02-07,,,2021-11-26,32.75,41.71,0
HUNTERSTON B-2,Permanent Shutdown,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,495,624,644,1496,1967-11-01,1977-03-27,,,1977-03-31,1977-04-01,,,2022-01-07,33.09,41.71,0
OLDBURY A-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",217,300,230,730,1962-05-01,1967-08-01,,,1967-11-07,1967-12-31,,,2012-02-29,29.73,41.1,0
OLDBURY A-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",217,300,230,660,1962-05-01,1967-12-01,,,1968-04-06,1968-09-30,,,2011-06-30,32.88,45.45,0
SIZEWELL A-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",210,290,245,1010,1961-04-01,1965-06-01,,,1966-01-21,1966-03-25,,,2006-12-31,20.79,28.71,0
SIZEWELL A-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",210,290,245,1010,1961-04-01,1965-12-01,,,1966-04-09,1966-09-15,,,2006-12-31,20.79,28.71,0
SIZEWELL B,Operational,United Kingdom,PWR,SNUPPS,EDF Energy,EDF Energy,1198,1188,1250,3425,1988-07-18,1995-01-31,,,1995-02-14,1995-09-22,,,,34.98,34.69,0
TORNESS-1,Operational,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,595,645,682,1623,1980-08-01,1988-03-25,,,1988-05-25,1988-05-25,,,,36.66,39.74,0
TORNESS-2,Operational,United Kingdom,GCR,AGR,EDF Energy,EDF Energy,605,645,682,1623,1980-08-01,1988-12-23,,,1989-02-03,1989-02-04,,,,37.28,39.74,0
TRAWSFYNYDD-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",195,250,235,850,1959-07-01,1964-09-01,,,1965-01-14,1965-03-24,,,1991-02-06,22.94,29.41,0
TRAWSFYNYDD-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",195,250,235,850,1959-07-01,1964-12-01,,,1965-02-02,1965-03-24,,,1991-02-04,22.94,29.41,0
WINDSCALE AGR,Permanent Shutdown,United Kingdom,GCR,AGR,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,24,32,36,120,1958-11-01,1962-08-09,,,1963-02-01,1963-03-01,,,1981-04-03,20.0,26.67,0
WINFRITH SGHWR,Permanent Shutdown,United Kingdom,SGHWR,SGHWR,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,92,92,100,318,1963-05-01,1967-09-01,,,1967-12-01,1968-01-01,,,1990-09-11,28.93,28.93,0
WYLFA-1,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",490,550,530,1650,1963-09-01,1969-11-01,,,1971-01-24,1971-11-01,,,2015-12-30,29.7,33.33,0
WYLFA-2,Permanent Shutdown,United Kingdom,GCR,MAGNOX,Nuclear Decommissioning Authority,"MAGNOX, LTD",490,550,540,1920,1963-09-01,1970-09-01,,,1971-07-21,1972-01-03,,,2012-04-25,25.52,28.65,0
ANO-1,Operational,United States of America,PWR,B&W LLP (DRYAMB),"ENTERGY ARKANSAS, INC.","Entergy Nuclear Operations, Inc.",836,850,903,2568,1968-10-01,1974-08-06,,,1974-08-17,1974-12-19,,,,32.55,33.1,0
ANO-2,Operational,United States of America,PWR,CE 2LP (DRYAMB),"ENTERGY ARKANSAS, INC.","Entergy Nuclear Operations, Inc.",988,912,1065,3026,1968-12-06,1978-12-05,,,1978-12-26,1980-03-26,,,,32.65,30.14,0
BEAVER VALLEY-1,Operational,United States of America,PWR,WH 3LP (DRYSUB),"PPL Susquehanna, LLC",FIRST ENERGY NUCLEAR OPERATING CO.,908,835,959,2900,1970-06-26,1976-05-10,,,1976-06-14,1976-10-01,,,,31.31,28.79,0
BEAVER VALLEY-2,Operational,United States of America,PWR,WH 3LP (DRYSUB),OHIO EDISON CO.,FIRST ENERGY NUCLEAR OPERATING CO.,905,836,958,2900,1974-05-03,1987-08-04,,,1987-08-17,1987-11-17,,,,31.21,28.83,0
BIG ROCK POINT,Permanent Shutdown,United States of America,BWR,-,CONSUMERS POWER CO.,CONSUMERS POWER CO.,67,72,71,240,1960-05-01,1962-09-27,,,1962-12-08,1963-03-29,,,1997-08-29,27.92,30.0,0
BONUS,Permanent Shutdown,United States of America,BWR,Superheater,US DOE and Puerto Rico Electric Power Authority,DOE & PUERTO RICO WATER RESOURCES,17,17,18,50,1960-01-01,1964-04-13,,,1964-08-14,1965-09-01,,,1968-06-01,34.0,34.0,0
BRAIDWOOD-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),Exelon Corporation,"Exelon Generation Co., LLC",1194,1120,1270,3645,1975-08-01,1987-05-29,,,1987-07-12,1988-07-29,,,,32.76,30.73,0
BRAIDWOOD-2,Operational,United States of America,PWR,WH 4LP (DRYAMB),Exelon Corporation,"Exelon Generation Co., LLC",1160,1120,1230,3645,1975-08-01,1988-03-08,,,1988-05-25,1988-10-17,,,,31.82,30.73,0
BROWNS FERRY-1,Operational,United States of America,BWR,BWR-4 (Mark 1),Tennessee Valley Authority,Tennessee Valley Authority,1200,1065,1256,3458,1967-05-01,1973-08-17,,,1973-10-15,1974-12-20,1985-03-19,2007-06-02,,34.7,30.8,0
BROWNS FERRY-2,Operational,United States of America,BWR,BWR-4 (Mark 1),Tennessee Valley Authority,Tennessee Valley Authority,1200,1065,1259,3458,1967-05-01,1974-07-20,,,1974-08-28,1975-03-01,1985-03-01,1991-05-24,,34.7,30.8,0
BROWNS FERRY-3,Operational,United States of America,BWR,BWR-4 (Mark 1),Tennessee Valley Authority,Tennessee Valley Authority,1210,1065,1260,3458,1968-07-01,1976-08-08,,,1976-09-12,1977-03-01,1985-03-01,1995-11-01,,34.99,30.8,0
BRUNSWICK-1,Operational,United States of America,BWR,BWR-4 (Mark 1),"PROGRESS ENERGY Carolinas, Inc.",Progress Energy,938,821,990,2923,1970-02-07,1976-10-08,,,1976-12-04,1977-03-18,,,,32.09,28.09,0
BRUNSWICK-2,Operational,United States of America,BWR,BWR-4 (Mark 1),"PROGRESS ENERGY Carolinas, Inc.",Progress Energy,932,821,960,2923,1970-02-07,1975-03-20,,,1975-04-29,1975-11-03,,,,31.89,28.09,0
BYRON-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),Exelon Corporation,"Exelon Generation Co., LLC",1164,1120,1242,3645,1975-04-01,1985-02-02,,,1985-03-01,1985-09-16,,,,31.93,30.73,0
BYRON-2,Operational,United States of America,PWR,WH 4LP (DRYAMB),Exelon Corporation,"Exelon Generation Co., LLC",1136,1120,1210,3645,1975-04-01,1987-01-09,,,1987-02-06,1987-08-02,,,,31.17,30.73,0
CALLAWAY-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),"AMEREN UE, Union Electric Company","AMEREN UE, Union Electric Company",1215,1171,1275,3565,1975-09-01,1984-10-02,,,1984-10-24,1984-12-19,,,,34.08,32.85,0
CALVERT CLIFFS-1,Operational,United States of America,PWR,CE 2LP (DRYAMB),Exelon Corporation,"Exelon Generation Co., LLC",877,845,918,2737,1968-06-01,1974-10-07,,,1975-01-03,1975-05-08,,,,32.04,30.87,0
CALVERT CLIFFS-2,Operational,United States of America,PWR,CE 2LP (DRYAMB),Exelon Corporation,"Exelon Generation Co., LLC",855,845,911,2737,1968-06-01,1976-11-30,,,1976-12-07,1977-04-01,,,,31.24,30.87,0
CATAWBA-1,Operational,United States of America,PWR,WH 4LP (ICECND),North Carolina Electric Membership Corp.,Duke Energy  Corp.,1160,1145,1188,3411,1974-05-01,1985-01-07,,,1985-01-22,1985-06-29,,,,34.01,33.57,0
CATAWBA-2,Operational,United States of America,PWR,WH 4LP (ICECND),North Carolina Municipal Power Agency No.1,Duke Energy  Corp.,1150,1145,1188,3411,1974-05-01,1986-05-08,,,1986-05-18,1986-08-19,,,,33.71,33.57,0
CLINTON-1,Operational,United States of America,BWR,BWR-6 (Mark 3),Exelon Corporation,"Exelon Generation Co., LLC",1062,950,1098,3473,1975-10-01,1987-02-27,,,1987-04-24,1987-11-24,,,,30.58,27.35,0
COLUMBIA,Operational,United States of America,BWR,BWR-5 (Mark 2),Energy Northwest,Energy Northwest,1131,1100,1190,3486,1972-08-01,1984-01-19,,,1984-05-27,1984-12-13,,,,32.44,31.55,0
COMANCHE PEAK-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),"Luminant Generation Company, LLC","Luminant Generation Company, LLC",1205,1150,1259,3612,1974-12-19,1990-04-03,,,1990-04-24,1990-08-13,,,,33.36,31.84,0
COMANCHE PEAK-2,Operational,United States of America,PWR,WH 4LP (DRYAMB),"Luminant Generation Company, LLC","Luminant Generation Company, LLC",1195,1150,1250,3612,1974-12-19,1993-03-24,,,1993-04-09,1993-08-03,,,,33.08,31.84,0
COOK-1,Operational,United States of America,PWR,WH 4LP (ICECDN),"American Electric Power Company, Inc.","American Electric Power Company, Inc.",1030,1030,1131,3304,1969-03-25,1975-01-18,,,1975-02-10,1975-08-28,,,,31.17,31.17,0
COOK-2,Operational,United States of America,PWR,WH 4LP (ICECDN),"American Electric Power Company, Inc.","American Electric Power Company, Inc.",1168,1100,1231,3468,1969-03-25,1978-03-10,,,1978-03-22,1978-07-01,,,,33.68,31.72,0
COOPER,Operational,United States of America,BWR,BWR-4 (Mark 1),NEBRASKA PUBLIC POWER DISTRICT,"Entergy Nuclear Operations, Inc.",769,778,801,2419,1968-06-01,1974-02-21,,,1974-05-10,1974-07-01,,,,31.79,32.16,0
CRYSTAL RIVER-3,Permanent Shutdown,United States of America,PWR,B&W LLP (DRYAMB),Duke Energy  Corp.,Progress Energy,860,825,890,2568,1968-09-25,1977-01-14,,,1977-01-30,1977-03-13,,,2013-02-05,33.49,32.13,0
CVTR,Permanent Shutdown,United States of America,PHWR,Prototype,CAROLINAS-VIRGINIA NUCLEAR POWER ASSOC.,CAROLINAS-VIRGINIA NUCLEAR POWER ASSOC.,17,17,19,65,1960-01-01,1963-03-01,,,1963-12-18,1963-12-18,,,1967-01-10,26.15,26.15,0
DAVIS BESSE-1,Operational,United States of America,PWR,B&W RLP (DRYAMB),CLEVELAND ELECTRIC ILLUMINATING CO.,FIRST ENERGY NUCLEAR OPERATING CO.,894,906,925,2817,1970-09-01,1977-08-12,,,1977-08-28,1978-07-31,,,,31.74,32.16,0
DIABLO CANYON-1,Operational,United States of America,PWR,WH 4LP (DRYAMB),PG&E Corporation,Pacific Gas and Electric Company,1138,1084,1197,3411,1968-04-23,1984-04-29,,,1984-11-11,1985-05-07,,,,33.36,31.78,0
DIABLO CANYON-2,Operational,United States of America,PWR,WH 4LP (DRYAMB),PG&E Corporation,Pacific Gas and Electric Company,1118,1106,1197,3411,1970-12-09,1985-08-19,,,1985-10-20,1986-03-13,,,,32.78,32.42,0
DRESDEN-1,Permanent Shutdown,United States of America,BWR,,,"Exelon Generation Co., LLC",197,192,207,700,1956-05-01,1959-10-15,,,1960-04-15,1960-07-04,,,1978-10-31,28.14,27.43,0
DRESDEN-2,Operational,United States of America,BWR,BWR-3 (Mark 1),Exelon Corporation,"Exelon Generation Co., LLC",894,794,950,2957,1966-01-10,1970-01-07,,,1970-04-13,1970-06-09,,,,30.23,26.85,0
DRESDEN-3,Operational,United States of America,BWR,BWR-3 (Mark 1),Exelon Corporation,"Exelon Generation Co., LLC",879,794,935,2957,1966-10-14,1971-01-12,,,1971-07-22,1971-11-16,,,,29.73,26.85,0
DUANE ARNOLD-1,Permanent Shutdown,United States of America,BWR,BWR-4 (Mark 1),"NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",601,601,624,1912,1970-06-22,1974-03-23,,,1974-05-19,1975-02-01,,,2020-10-12,31.43,31.43,0
ELK RIVER,Permanent Shutdown,United States of America,BWR,-,US Department of Energy,RURAL COOPERATIVE POWER ASSOC.,22,22,24,58,1959-01-01,1962-11-01,,,1963-08-24,1964-07-01,,,1968-02-01,37.93,37.93,0
FARLEY-1,Operational,United States of America,PWR,WH 3LP (DRYAMB),Alabama Power Company,"Southern Nuclear Operating Company, Inc.",874,829,918,2775,1970-10-01,1977-08-09,,,1977-08-18,1977-12-01,,,,31.5,29.87,0
FARLEY-2,Operational,United States of America,PWR,WH 3LP (DRYAMB),Alabama Power Company,"Southern Nuclear Operating Company, Inc.",883,829,928,2775,1970-10-01,1981-05-05,,,1981-05-25,1981-07-30,,,,31.82,29.87,0
FERMI-1,Permanent Shutdown,United States of America,FBR,Liquid Metal FBR,"Power Reactor Development Company (PRDC), consortium of 34 public utilities",DETROIT EDISON CO.,61,60,65,200,1956-08-08,1963-08-23,,,1966-08-05,1966-08-07,,,1972-11-29,30.5,30.0,0
FERMI-2,Operational,United States of America,BWR,BWR-4 (Mark 1),DTE Energy Co.,DETROIT EDISON CO.,1115,1093,1198,3486,1972-09-26,1985-06-21,,,1986-09-21,1988-01-23,,,,31.99,31.35,0
FITZPATRICK,Operational,United States of America,BWR,BWR-4 (Mark 1),Exelon Corporation,"Exelon Generation Co., LLC",813,821,849,2536,1968-09-01,1974-11-17,,,1975-02-01,1975-07-28,,,,32.06,32.37,0
FORT CALHOUN-1,Permanent Shutdown,United States of America,PWR,CE 2LP,OMAHA PUBLIC POWER DISTRICT,"Exelon Generation Co., LLC",482,478,512,1500,1968-06-07,1973-08-06,,,1973-08-25,1973-09-26,,,2016-10-24,32.13,31.87,0
FORT ST. VRAIN,Permanent Shutdown,United States of America,HTGR,,,PUBLIC SERVICE CO. OF COLORADO,330,330,342,842,1968-09-01,1974-01-31,,,1976-12-11,1979-07-01,,,1989-08-29,39.19,39.19,0
GE VALLECITOS,Permanent Shutdown,United States of America,BWR,25,General Electric and Pacific Gas and Electric Company,General Electric,24,24,24,50,1956-01-01,1957-08-03,,,1957-10-19,1957-10-19,,,1963-12-09,48.0,48.0,0
GINNA,Operational,United States of America,PWR,WH 2LP (DRYAMB),Exelon Corporation,"Exelon Generation Co., LLC",560,470,608,1775,1966-04-25,1969-11-08,,,1969-12-02,1970-07-01,,,,31.55,26.48,0
GRAND GULF-1,Operational,United States of America,BWR,BWR-6 (Mark 3),"Systems Energy Resources, Inc","Entergy Nuclear Operations, Inc.",1401,1250,1500,4408,1974-05-04,1982-08-18,,,1984-10-20,1985-07-01,,,,31.78,28.36,0
HADDAM NECK,Permanent Shutdown,United States of America,PWR,-,CONNECTICUT YANKEE ATOMIC POWER CO.,CONNECTICUT YANKEE ATOMIC POWER CO.,560,582,603,1825,1964-05-01,1967-07-24,,,1967-08-07,1968-01-01,,,1996-12-05,30.68,31.89,0
HALLAM,Permanent Shutdown,United States of America,X,LMGMR (SGR- Sodium cooled graphite moderated reactor),HALLAM Nucler Power Facility,Atomic Energy Commission and Nebraska Public Power District,75,75,84,256,1959-01-01,1963-01-01,,,1963-09-01,1963-11-01,,,1964-09-01,29.3,29.3,0
HARRIS-1,Operational,United States of America,PWR,WH 3LP (DRYAMB),"PROGRESS ENERGY Carolinas, Inc.",Progress Energy,964,900,980,2900,1978-01-28,1987-01-03,,,1987-01-19,1987-05-02,,,,33.24,31.03,0
HATCH-1,Operational,United States of America,BWR,BWR-4 (Mark 1),GEORGIA POWER CO.,"Southern Nuclear Operating Company, Inc.",876,777,911,2804,1968-09-30,1974-09-12,,,1974-11-11,1975-12-31,,,,31.24,27.71,0
HATCH-2,Operational,United States of America,BWR,BWR-4 (Mark 1),GEORGIA POWER CO.,"Southern Nuclear Operating Company, Inc.",883,784,921,2804,1972-02-01,1978-07-04,,,1978-09-22,1979-09-05,,,,31.49,27.96,0
HOPE CREEK-1,Operational,United States of America,BWR,BWR-4 (Mark 1),"PSEG Power, Inc.","PSEG Nuclear, LLC",1172,1067,1240,3840,1976-03-01,1986-06-28,,,1986-08-01,1986-12-20,,,,30.52,27.79,0
HUMBOLDT BAY,Permanent Shutdown,United States of America,BWR,Natural cir.,Pacific Gas and Electric Company,Pacific Gas and Electric Company,63,65,65,220,1960-11-01,1963-02-16,,,1963-04-18,1963-08-01,,,1976-07-02,28.64,29.55,0
INDIAN POINT-1,Permanent Shutdown,United States of America,PWR,PWR,"Entergy Nuclear Operations, Inc.","Entergy Nuclear Operations, Inc.",257,265,277,615,1956-05-01,1962-08-02,,,1962-09-16,1962-10-01,,,1974-10-31,41.79,43.09,0
INDIAN POINT-2,Permanent Shutdown,United States of America,PWR,WH 4LP (DRYAMB),"Entergy Nuclear Operations, Inc.","Entergy Nuclear Operations, Inc.",998,873,1067,3216,1966-10-14,1973-05-22,,,1973-06-26,1974-08-01,,,2020-04-30,31.03,27.15,0
INDIAN POINT-3,Permanent Shutdown,United States of America,PWR,WH 4LP (DRYAMB),"Entergy Nuclear Operations, Inc.","Entergy Nuclear Operations, Inc.",1030,965,1085,3216,1968-10-30,1976-04-04,,,1976-04-25,1976-08-28,,,2021-04-28,32.03,30.01,0
KEWAUNEE,Permanent Shutdown,United States of America,PWR,WH 2LP (DRYAMB),Dominion Energy,Dominion Energy,566,535,595,1772,1968-08-06,1974-03-07,,,1974-04-08,1974-06-16,,,2013-05-07,31.94,30.19,0
LACROSSE,Permanent Shutdown,United States of America,BWR,,,DAIRYLAND POWER COOPERATIVE,48,50,55,165,1963-03-01,1967-07-11,,,1968-04-26,1969-11-07,,,1987-04-30,29.09,30.3,0
LASALLE-1,Operational,United States of America,BWR,BWR-5 (Mark 2),Exelon Corporation,"Exelon Generation Co., LLC",1137,1078,1207,3546,1973-09-10,1982-06-21,,,1982-09-04,1984-01-01,,,,32.06,30.4,0
LASALLE-2,Operational,United States of America,BWR,BWR-5 (Mark 2),Exelon Corporation,"Exelon Generation Co., LLC",1140,1078,1207,3546,1973-09-10,1984-03-10,,,1984-04-20,1984-10-19,,,,32.15,30.4,0
LIMERICK-1,Operational,United States of America,BWR,BWR-4 (Mark 2),Exelon Corporation,"Exelon Generation Co., LLC",1134,1055,1194,3515,1974-06-19,1984-12-22,,,1985-04-13,1986-02-01,,,,32.26,30.01,0
LIMERICK-2,Operational,United States of America,BWR,BWR-4 (Mark 2),Exelon Corporation,"Exelon Generation Co., LLC",1134,1055,1194,3515,1974-06-19,1989-08-12,,,1989-09-01,1990-01-08,,,,32.26,30.01,0
MAINE YANKEE,Permanent Shutdown,United States of America,PWR,,,MAINE YANKEE ATOMIC POWER CO.,860,825,900,2630,1968-10-01,1972-10-23,,,1972-11-08,1972-12-28,,,1997-08-01,32.7,31.37,0
MCGUIRE-1,Operational,United States of America,PWR,WH 4LP (ICECND),Duke Energy  Corp.,Duke Energy  Corp.,1158,1180,1215,3411,1971-04-01,1981-08-08,,,1981-09-12,1981-12-01,,,,33.95,34.59,0
